name,gender,birth,nationality,military_civilian,mission_number,occupation,year_of_mission,mission_hours,mission_title
"Gagarin, Yuri",male,1934,U.S.S.R/Russia,military,1,pilot,1961,1.77,Vostok 1
"Titov, Gherman",male,1935,U.S.S.R/Russia,military,1,pilot,1961,25,Vostok 2
"Glenn, John H., Jr.",male,1921,U.S.,military,1,pilot,1962,5,MA-6
"Glenn, John H., Jr.",male,1921,U.S.,military,2,pilot,1998,213,STS-95
"Carpenter, M. Scott",male,1925,U.S.,military,1,pilot,1962,5,Mercury-Atlas 7
"Nikolayev, Andriyan",male,1929,U.S.S.R/Russia,military,1,pilot,1962,94,Vostok 3
"Nikolayev, Andriyan",male,1929,U.S.S.R/Russia,military,2,pilot,1970,424,Soyuz 9
"Popovich, Pavel",male,1930,U.S.S.R/Russia,military,1,pilot,1962,70.93,Vostok 4
"Popovich, Pavel",male,1930,U.S.S.R/Russia,military,2,commander,1974,377,Soyuz 14
"Schirra, Walter M., Jr.",male,1923,U.S.,military,1,pilot,1962,9.22,Mercury-Atlas 8
"Schirra, Walter M., Jr.",male,1923,U.S.,military,2,commander,1965,25.87,Gemini 6A
"Schirra, Walter M., Jr.",male,1923,U.S.,military,3,commander,1968,260.13,Apollo 7
"Cooper, L. Gordon, Jr.",male,1927,U.S.,military,1,pilot,1963,34.32,Mercury-Atlas 9
"Cooper, L. Gordon, Jr.",male,1927,U.S.,military,2,commander,1965,191.92,Gemini 5
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,military,1,pilot,1963,119.13,Vostok 5
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,military,2,commander,1976,189,Soyuz 22
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,military,3,commander,1978,188,Soyuz 31/29
"Tereshkova, Valentina",female,1937,U.S.S.R/Russia,military,1,pilot,1963,70.83,Vostok 6
"Komarov, Vladimir",male,1927,U.S.S.R/Russia,military,1,commander,1964,24.28,Voskhod 1
"Komarov, Vladimir",male,1927,U.S.S.R/Russia,military,2,commander,1967,26.78,Soyuz 1
"Feoktistov, Konstantin",male,1926,U.S.S.R/Russia,civilian,1,MSP,1964,24.28,Voskhod 1
"Yegorov, Boris",male,1937,U.S.S.R/Russia,civilian,1,MSP,1964,24.28,Voskhod 1
"Belyayev, Pavel",male,1925,U.S.S.R/Russia,military,1,commander,1965,26.03,Voskhod 2
"Leonov, Aleksei",male,1934,U.S.S.R/Russia,military,1,pilot,1965,26.03,Voskhod 2
"Leonov, Aleksei",male,1934,U.S.S.R/Russia,military,2,commander,1975,142,Soyuz 19
"Grissom, Virgil I.",male,1926,U.S.,military,1,commander,1965,4.86,Gemini 3
"Young, John W.",male,1930,U.S.,military,1,pilot,1965,4.86,Gemini 3
"Young, John W.",male,1930,U.S.,military,2,pilot,1966,70.77,Gemini 10
"Young, John W.",male,1930,U.S.,military,3,pilot,1969,192.05,Apollo 10
"Young, John W.",male,1930,U.S.,military,4,commander,1972,265.85,Apollo 16
"Young, John W.",male,1930,U.S.,military,5,commander,1981,54.5,STS-1
"Young, John W.",male,1930,U.S.,military,6,commander,1983,240,STS-9
"McDivitt, James A.",male,1929,U.S.,military,1,commander,1965,97,Gemini 4
"McDivitt, James A.",male,1929,U.S.,military,2,commander,1969,241,Apollo 9
"White, Edward H., II",male,1930,U.S.,military,1,pilot,1965,97.93,Gemini 4
"Conrad, Charles, Jr.",male,1930,U.S.,military,1,pilot,1965,191,Gemini 5
"Conrad, Charles, Jr.",male,1930,U.S.,military,2,commander,1966,71,Gemini 11
"Conrad, Charles, Jr.",male,1930,U.S.,military,3,commander,1969,244,Apollo 12
"Conrad, Charles, Jr.",male,1930,U.S.,military,4,commander,1973,673,Skylab 2
"Borman, Frank",male,1928,U.S.,military,1,commander,1965,330.58,Gemini 7
"Borman, Frank",male,1928,U.S.,military,2,commander,1968,147,Apollo 8
"Lovell, James A., Jr.",male,1928,U.S.,military,1,pilot,1965,330.58,Gemini 7
"Lovell, James A., Jr.",male,1928,U.S.,military,2,commander,1966,94,Gemini 12
"Lovell, James A., Jr.",male,1928,U.S.,military,3,pilot,1968,147,Apollo 8
"Lovell, James A., Jr.",male,1928,U.S.,military,4,commander,1970,142,Apollo 13
"Stafford, Thomas P.",male,1930,U.S.,military,1,pilot,1965,25.86,gemini 6A
"Stafford, Thomas P.",male,1930,U.S.,military,2,commander,1966,72,Gemini 9A
"Stafford, Thomas P.",male,1930,U.S.,military,3,commander,1969,192,Apollo 10
"Stafford, Thomas P.",male,1930,U.S.,military,4,commander,1975,217,ASTP
"Armstrong, Neil A.",male,1930,U.S.,civilian,1,commander,1966,11,Gemini 8
"Armstrong, Neil A.",male,1930,U.S.,civilian,2,commander,1969,195,Apollo 11
"Scott, David R.",male,1932,U.S.,military,1,pilot,1966,240.68,Gemini 8
"Scott, David R.",male,1932,U.S.,military,2,pilot,1969,241,Apollo 9
"Scott, David R.",male,1932,U.S.,military,3,commander,1971,312,Apollo 15
"Cernan, Eugene A.",male,1934,U.S.,military,1,pilot,1966,72,Gemini 9A
"Cernan, Eugene A.",male,1934,U.S.,military,2,pilot,1969,192.05,Apollo 10
"Cernan, Eugene A.",male,1934,U.S.,military,3,commander,1972,302,Apollo 17
"Collins, Michael",male,1930,U.S.,civilian,1,pilot,1966,71,Gemini 10
"Collins, Michael",male,1930,U.S.,civilian,2,pilot,1969,195,Apollo 11
"Gordon, Richard F., Jr.",male,1929,U.S.,military,1,pilot,1966,71.28,Gemini 11
"Gordon, Richard F., Jr.",male,1929,U.S.,military,2,pilot,1969,244.6,Apollo 12
"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,military,1,pilot,1966,94.58,Gemini 12
"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,military,2,pilot,1969,195,Apollo 11
"Eisele, Donn F.",male,1930,U.S.,military,1,pilot,1968,260.13,Apollo 7
"Cunningham, Ronnie Walter",male,1932,U.S.,civilian,1,pilot,1968,260.13,Apollo 7
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,civilian,2,flight engineer,1985,4035,Salyut 7
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,civilian,3,flight engineer,1988,236,2
Jugderdemidiin Gurragchaa,male,1947,Mongolia,civilian,1,flight engineer,1981,188.7,Soyuz 39
"Crippen, Robert L.",male,1937,U.S.,military,1,pilot,1981,54,STS-1
"Crippen, Robert L.",male,1937,U.S.,military,2,commander,1983,146,STS-7
"Crippen, Robert L.",male,1937,U.S.,military,3,commander,1984,168,STS-41-C
"Crippen, Robert L.",male,1937,U.S.,military,4,commander,1984,197,STS-41-G
Dumitru Prunariu,male,1952,Romania,civilian,1,MSP,1981,188.7,Soyuz 40
"Engle, Joe H.",male,1932,U.S.,military,1,commander,1981,30,STS-2
"Engle, Joe H.",male,1932,U.S.,military,2,commander,1985,170,STS-51-I
"Truly, Richard H.",male,1937,U.S.,military,1,pilot,1981,54.21,STS-2
"Truly, Richard H.",male,1937,U.S.,military,2,commander,1983,145.13,STS-8
"Fullerton, Charles G.",male,1936,U.S.,military,1,pilot,1982,192,STS-3
"Fullerton, Charles G.",male,1936,U.S.,military,2,commander,1985,190,STS-51-F
"Berezovoy, Anatoly",male,1942,U.S.S.R/Russia,military,1,commander,1982,5073,Salyut 7
"Chrétien, Jean-Loup",male,1938,France,military,1,MSP,1982,190,Salyut 7
"Chrétien, Jean-Loup",male,1938,France,military,2,MSP,1988,594,Mir Aragatz
"Chrétien, Jean-Loup",male,1938,France,military,3,MSP,1997,259.3,STS-86
"Hartsfield, Henry W., Jr.",male,1933,U.S.,military,1,pilot,1982,169,STS-4
"Hartsfield, Henry W., Jr.",male,1933,U.S.,military,2,commander,1984,144,STS-41-D
"Hartsfield, Henry W., Jr.",male,1933,U.S.,military,3,commander,1985,168,STS-61-A
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,civilian,1,flight engineer,1982,189,Salyut 7
"Beregovoi, Georgi",male,1921,U.S.S.R/Russia,military,1,commander,1968,94.83,Soyuz 3
"Anders, William Alison",male,1933,U.S.,civilian,1,pilot,1968,147,Apollo 8
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,military,1,commander,1969,71.33,Soyuz 4
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,military,2,commander,1969,118,Soyuz 8
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,military,3,commander,1971,47,Soyuz 10
"Volynov, Boris",male,1934,U.S.S.R/Russia,military,1,commander,1969,72,Soyuz 5
"Volynov, Boris",male,1934,U.S.S.R/Russia,military,2,commander,1976,1182,Soyuz 21
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,civilian,1,flight engineer,1969,47,Soyuz 5/4
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,civilian,2,flight engineer,1969,118,Soyuz 8
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,civilian,3,flight engineer,1971,47,Soyuz 10
"Khrunov, Yevgeny",male,1933,U.S.S.R/Russia,military,1,MSP,1969,48.17,Soyuz 5/4
"Schweickart, Russell L.",male,1935,U.S.,civilian,1,pilot,1969,241,apollo 9
"Shonin, Georgi",male,1935,U.S.S.R/Russia,military,1,commander,1969,118,Soyuz 6
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,military,1,flight engineer,1969,118,Soyuz 6
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,military,2,flight engineer,1975,142,Soyuz 19
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,military,3,commander,1980,188,Soyuz 36/35
"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,military,1,commander,1969,118,Soyuz 7
"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,military,2,commander,1974,142,Soyuz 16
"Volkov, Vladislav",male,1935,U.S.S.R/Russia,military,1,flight engineer,1969,118,Soyuz 7
"Volkov, Vladislav",male,1935,U.S.S.R/Russia,military,2,flight engineer,1971,570,Soyuz 11
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,military,1,MSP,1969,118,Soyuz 7
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,military,2,commander,1977,425,Soyuz 24
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,military,3,commander,1980,188,Soyuz 37/36
"Bean, Alan Lavern",male,1932,U.S.,military,1,pilot,1969,244.81,Apollo 12
"Bean, Alan Lavern",male,1932,U.S.,military,2,commander,1973,1427.23,Skylab 3
"Swigert, John L., Jr.",male,1931,U.S.,civilian,1,pilot,1970,142,Apollo 13
"Haise, Fred W., Jr.",male,1933,U.S.,civilian,1,pilot,1970,142,Apollo 13
"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,civilian,1,flight engineer,1970,424,Soyuz 9
"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,civilian,2,flight engineer,1975,1511,Soyuz 18
"Shepard, Alan B., Jr.",male,1923,U.S.,military,2,commander,1971,216,Apollo 14
"Roosa, Stuart A.",male,1933,U.S.,military,1,pilot,1971,216,Apollo 14
"Mitchell, Edgar D.",male,1930,U.S.,military,1,pilot,1971,216,Apollo 14
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,military,1,flight engineer,1971,47,Soyuz 10
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,military,2,flight engineer,1974,142,Soyuz 16
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,military,3,commander,1979,47,Soyuz 33
"Dobrovolski, Georgi",male,1928,U.S.S.R/Russia,military,1,commander,1971,570,Soyuz 11
"Patsayev, Viktor",male,1933,U.S.S.R/Russia,civilian,1,flight engineer,1971,570,Soyuz 11
"Worden, Alfred M.",male,1932,U.S.,military,1,pilot,1971,295.2,Apollo 15
"Irwin, James B.",male,1930,U.S.,military,1,pilot,1971,295,Apollo 15
"Mattingly, Thomas K., II",male,1936,U.S.,military,1,pilot,1972,266,Apollo 16
"Mattingly, Thomas K., II",male,1936,U.S.,military,2,commander,1982,169,STS-4
"Mattingly, Thomas K., II",male,1936,U.S.,military,3,commander,1985,73,STS-151-C
"Duke, Jr. Charles Moss",male,1935,U.S.,military,1,pilot,1972,265,Apollo 16
"Evans, Ronald E.",male,1933,U.S.,military,1,pilot,1972,301,Apollo 17
"Schmitt, Harrison H.",male,1935,U.S.,civilian,1,pilot,1972,301,Apollo 17
"Weitz, Paul J.",male,1932,U.S.,military,1,pilot,1973,267,Skylab-2
"Weitz, Paul J.",male,1932,U.S.,military,2,commander,1983,120,STS-6
"Kerwin, Joseph P.",male,1932,U.S.,military,1,MSP,1973,672,Skylab 2
"Lousma, Jack R.",male,1936,U.S.,military,1,pilot,1973,1427,Skylab 3
"Lousma, Jack R.",male,1936,U.S.,military,2,commander,1982,192,STS-3
"Garriott, Owen K.",male,1930,U.S.,civilian,1,MSP,1973,1427,Skylab 3
"Garriott, Owen K.",male,1930,U.S.,civilian,2,MSP,1983,247,STS-9
"Lazarev, Vasili",male,1928,U.S.S.R/Russia,military,1,commander,1973,47,Soyuz 12
"Makarov, Oleg",male,1933,U.S.S.R/Russia,civilian,1,flight engineer,1973,47,Soyuz 12
"Makarov, Oleg",male,1933,U.S.S.R/Russia,civilian,2,flight engineer,1978,142,Soyuz 27/26
"Makarov, Oleg",male,1933,U.S.S.R/Russia,civilian,3,flight engineer,1980,307,Soyuz T­3
"Carr, Gerald P.",male,1932,U.S.,military,1,commander,1974,2017,Skylab 4
"Pogue, William R.",male,1930,U.S.,military,1,pilot,1973,2017,Skylab 4
"Gibson, Edward G.",male,1936,U.S.,civilian,1,MSP,1973,2017,Skylab 4
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,military,1,commander,1973,188,Soyuz 13
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,military,2,commander,1975,1511,Saluyt 4
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,military,3,commander,1978,190,Saluyt 6
"Lebedev, Valentin",male,1942,U.S.S.R/Russia,civilian,1,flight engineer,1973,188,Soyuz 13
"Lebedev, Valentin",male,1942,U.S.S.R/Russia,civilian,2,flight engineer,1982,5313,Salyut 7
"Artyukhin, Yuri",male,1930,U.S.S.R/Russia,military,1,flight engineer,1974,377,Soyuz 14
"Sarafanov, Gennadi",male,1942,U.S.S.R/Russia,military,1,commander,1974,48,Soyuz 15
"Dyomin, Lev",male,1926,U.S.S.R/Russia,military,1,flight engineer,1974,48,Soyuz 15
"Gubarev, Aleksei",male,1931,U.S.S.R/Russia,military,1,commander,1975,709,Salyut 4
"Gubarev, Aleksei",male,1931,U.S.S.R/Russia,military,2,commander,1978,190,Salyut 6
"Grechko, Georgi",male,1931,U.S.S.R/Russia,civilian,1,flight engineer,1975,709,Salyut 4
"Grechko, Georgi",male,1931,U.S.S.R/Russia,civilian,2,flight engineer,1977,2314,Salyut 6
"Grechko, Georgi",male,1931,U.S.S.R/Russia,civilian,3,flight engineer,1985,213,Soyuz 7
"Brand, Vance D.",male,1931,U.S.,civilian,1,pilot,1975,217.5,ASTP
"Brand, Vance D.",male,1931,U.S.,civilian,2,commander,1982,122.25,STS-5
"Brand, Vance D.",male,1931,U.S.,civilian,3,commander,1984,191.25,STS-41-B
"Brand, Vance D.",male,1931,U.S.,civilian,4,commander,1990,215,STS-35
"Slayton, Donald K.",male,1924,U.S.,civilian,1,pilot,1975,217.47,ASTP
"Zholobov, Vitali",male,1937,U.S.S.R/Russia,military,1,flight engineer,1976,1182,Soyuz 21
"Aksyonov, Vladimir",male,1935,U.S.S.R/Russia,military,1,flight engineer,1976,189,Soyuz 22
"Aksyonov, Vladimir",male,1935,U.S.S.R/Russia,military,2,flight engineer,1980,94,Soyuz T­2
"Zudov, Vyacheslav",male,1942,U.S.S.R/Russia,military,1,commander,1976,48,Soyuz 23
"Rozhdestvensky, Valery",male,1939,U.S.S.R/Russia,military,1,flight engineer,1976,48,Soyuz 23
"Glazkov, Yuri",male,1939,U.S.S.R/Russia,military,1,flight engineer,1977,425,Soyuz 24
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,military,1,commander,1977,48,Soyuz 25
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,military,2,commander,1978,3350,Salyut 6
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,military,3,commander,1981,1793,Salyut 6
"Ryumin, Valery",male,1939,U.S.S.R/Russia,civilian,1,flight engineer,1977,48,Soyuz 25
"Ryumin, Valery",male,1939,U.S.S.R/Russia,civilian,2,flight engineer,1979,4200,Salyut 6
"Ryumin, Valery",male,1939,U.S.S.R/Russia,civilian,3,flight engineer,1980,4436,Salyut 6
"Ryumin, Valery",male,1939,U.S.S.R/Russia,civilian,4,MSP,1998,235,STS­ 91
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,military,1,commander,1977,2314,Soyuz 26/27
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,military,2,commander,1980,188,Soyuz 38
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,military,3,commander,1987,7835,2
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,military,1,commander,1978,142,Soyuz 27/26
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,military,2,commander,1981,188,Soyuz 39
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,military,3,commander,1982,189,Salyut 7
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,military,4,commander,1984,283,Salyut 7
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,military,5,commander,1985,2691,Salyut 7
Vladimir Remek,male,1948,Czechoslovakia,military,1,pilot,1978,190.28,Soyuz 28
"Ivanchenkov, Aleksandr",male,1940,U.S.S.R/Russia,military,1,flight engineer,1978,3350,Salyut 6
"Ivanchenkov, Aleksandr",male,1940,U.S.S.R/Russia,military,2,flight engineer,1982,189,Salyut 7
Miroslaw Hermaszewske,male,1941,Poland,military,1,pilot,1978,190.03,Soyuz 30
"Jahn, Sigmund",male,1937,Germany,military,1,MSP,1978,188.82,Soyuz 31
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,military,1,commander,1979,4200,Salyut 6
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,military,2,commander,1983,3586,Salyut 7
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,military,3,commander,1988,212,3
Georgi Ivanov,male,1940,Bulgaria,military,1,pilot,1979,47,Soyuz 33
"Popov, Leonid",male,1945,U.S.S.R/Russia,military,1,commander,1980,4436,Salyut 6
"Popov, Leonid",male,1945,U.S.S.R/Russia,military,2,commander,1981,188,Salyut 6
"Popov, Leonid",male,1945,U.S.S.R/Russia,military,3,commander,1982,189,Salyut 7
Bertalan Farkas,male,1949,Hungary,civilian,1,pilot,1980,188.75,Soyuz 36/35
"Malyshev, Yuri",male,1941,U.S.S.R/Russia,military,1,commander,1980,94,Salyut 7
"Malyshev, Yuri",male,1941,U.S.S.R/Russia,military,2,commander,1984,189,Salyut 7
Pham Tuan,male,1947,Vietnam,military,1,MSP,1980,188.7,Salyut 6
Arnaldo Tamayo Mendez,male,1942,Cuba,military,1,pilot,1980,1887.71,Soyuz 38
"Kizim, Leonid",male,1941,U.S.S.R/Russia,military,1,commander,1980,307,Salyut 6
"Kizim, Leonid",male,1941,U.S.S.R/Russia,military,2,commander,1984,5686,Salyut 7
"Kizim, Leonid",male,1941,U.S.S.R/Russia,military,3,commander,1986,3000,1
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,civilian,1,MSP,1980,307,Salyut 6
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,civilian,2,flight engineer,1983,48,Soyuz T­8
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,civilian,3,flight engineer,1984,189,Salyut 7
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,civilian,4,flight engineer,1990,3140,7
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,civilian,5,flight engineer,1995,2768,18
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,civilian,1,flight engineer,1981,1793,Salyut 6
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,civilian,2,MSP,1983,48,Soyuz T­8
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,civilian,3,flight engineer,1990,3990,5
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,civilian,4,flight engineer,1993,4721,14
"Savitskaya, Svetlana",female,1948,U.S.S.R/Russia,civilian,1,MSP,1982,189,Salyut 7
"Savitskaya, Svetlana",female,1948,U.S.S.R/Russia,civilian,2,flight engineer,1984,283,Salyut 7
"Overmyer, Robert F.",male,1936,U.S.,military,1,pilot,1982,122,STS-5
"Overmyer, Robert F.",male,1936,U.S.,military,2,commander,1985,168,STS-51-B
"Allen, Joseph P.",male,1937,U.S.,civilian,1,MSP,1982,122,STS-5
"Allen, Joseph P.",male,1937,U.S.,civilian,2,MSP,1984,191,STS-51-A
"Lenoir, William B.",male,1939,U.S.,civilian,1,MSP,1982,122,STS-5
"Bobko, Karol J.",male,1937,U.S.,military,1,pilot,1983,122,STS-6
"Bobko, Karol J.",male,1937,U.S.,military,2,commander,1985,236,STS-51-D
"Bobko, Karol J.",male,1937,U.S.,military,3,commander,1985,98,STS-51-J
"Peterson, Donald H.",male,1933,U.S.,military,1,MSP,1983,120,STS-6
"Musgrave, Franklin Story",male,1935,U.S.,civilian,1,MSP,1983,120,STS-6
"Musgrave, Franklin Story",male,1935,U.S.,civilian,2,MSP,1985,191,STS-51F
"Musgrave, Franklin Story",male,1935,U.S.,civilian,3,MSP,1989,168,STS-33
"Musgrave, Franklin Story",male,1935,U.S.,civilian,4,MSP,1991,167,STS-44
"Musgrave, Franklin Story",male,1935,U.S.,civilian,5,MSP,1993,260,STS-61
"Musgrave, Franklin Story",male,1935,U.S.,civilian,6,MSP,1996,424,STS-80
"Titov, Vladimir",male,1947,U.S.S.R/Russia,military,1,commander,1983,48,Soyuz T­8
"Titov, Vladimir",male,1947,U.S.S.R/Russia,military,2,commander,1988,8782,3
"Titov, Vladimir",male,1947,U.S.S.R/Russia,military,3,MSP,1995,198,STS­63
"Titov, Vladimir",male,1947,U.S.S.R/Russia,military,4,commander,1997,259,24
"Hauck, Frederick H.",male,1941,U.S.,military,1,pilot,1983,146,STS-7
"Hauck, Frederick H.",male,1941,U.S.,military,2,commander,1984,191,STS-51-A
"Hauck, Frederick H.",male,1941,U.S.,military,3,commander,1988,97,STS-26
"Fabian, John M.",male,1939,U.S.,military,1,MSP,1983,146,STS-7
"Fabian, John M.",male,1939,U.S.,military,2,MSP,1985,170,STS-51-G
"Ride, Sally K.",female,1951,U.S.,civilian,1,MSP,1983,147,STS-7
"Ride, Sally K.",female,1951,U.S.,civilian,2,MSP,1984,197,STS-41-G
"Thagard, Norman E.",male,1943,U.S.,civilian,1,MSP,1983,147,STS-7
"Thagard, Norman E.",male,1943,U.S.,civilian,2,MSP,1985,168,STS-51B
"Thagard, Norman E.",male,1943,U.S.,civilian,3,MSP,1989,97,STS-30
"Thagard, Norman E.",male,1943,U.S.,civilian,4,MSP,1992,192,STS-42
"Thagard, Norman E.",male,1943,U.S.,civilian,5,MSP,1995,2760,18
"Aleksandrov, Aleksandr",male,1943,U.S.S.R/Russia,civilian,1,flight engineer,1983,3586,Salyut 7
"Aleksandrov, Aleksandr",male,1943,U.S.S.R/Russia,civilian,2,flight engineer,1987,3847,2
"Brandenstein, Daniel C.",male,1943,U.S.,military,1,pilot,1983,145,STS-8
"Brandenstein, Daniel C.",male,1943,U.S.,military,2,commander,1985,170,STS-51-G
"Brandenstein, Daniel C.",male,1943,U.S.,military,3,commander,1990,261,STS-32
"Brandenstein, Daniel C.",male,1943,U.S.,military,4,commander,1992,213,STS-49
"Bluford, Guion S., Jr.",male,1942,U.S.,military,1,MSP,1983,31,STS-8
"Bluford, Guion S., Jr.",male,1942,U.S.,military,2,MSP,1985,168,STS-61-A
"Bluford, Guion S., Jr.",male,1942,U.S.,military,3,MSP,1991,199,STS-39
"Bluford, Guion S., Jr.",male,1942,U.S.,military,4,MSP,1992,175,STS-53
"Gardner, Dale A.",male,1948,U.S.,military,1,MSP,1983,145,STS-8
"Gardner, Dale A.",male,1948,U.S.,military,2,MSP,1984,191,STS-51A
"Thornton, William E.",male,1929,U.S.,civilian,1,MSP,1983,145,STS-8
"Thornton, William E.",male,1929,U.S.,civilian,2,MSP,1985,169,STS-51-B
"Shaw, Brewster H., Jr.",male,1945,U.S.,military,1,pilot,1983,247.75,STS-9
"Shaw, Brewster H., Jr.",male,1945,U.S.,military,2,commander,1985,165,STS-61-B
"Shaw, Brewster H., Jr.",male,1945,U.S.,military,3,commander,1989,121,STS-28
"Parker, Robert A. R.",male,1936,U.S.,civilian,1,MSP,1983,248,STS-9
"Parker, Robert A. R.",male,1936,U.S.,civilian,2,MSP,1990,215,STS-35
"Lichtenberg, Byron Kurt",male,1948,U.S.,military,1,PSP,1983,247.94,Spacelab 1
"Lichtenberg, Byron Kurt",male,1948,U.S.,military,2,PSP,1992,214.37,Atlas-1
"Merbold, Ulf",male,1941,Germany,civilian,1,PSP,1983,248,STS-9
"Merbold, Ulf",male,1941,Germany,civilian,2,PSP,1992,193,STS-42
"Merbold, Ulf",male,1941,Germany,civilian,3,MSP,1994,756.6,Euromir 94
"Gibson, Robert L.",male,1946,U.S.,military,1,pilot,1984,191.25,STS-41-B
"Gibson, Robert L.",male,1946,U.S.,military,2,commander,1986,146,STS-61-C
"Gibson, Robert L.",male,1946,U.S.,military,3,commander,1988,105,STS-27
"Gibson, Robert L.",male,1946,U.S.,military,4,commander,1992,190.5,STS-47
"Gibson, Robert L.",male,1946,U.S.,military,5,commander,1995,235.38,STS-71
"McNair, Ronald E.",male,1950,U.S.,civilian,1,MSP,1984,191,STS-41-B
"McNair, Ronald E.",male,1950,U.S.,civilian,2,MSP,1986,0,STS-51-L
"Stewart, Robert L.",male,1942,U.S.,military,1,MSP,1984,191.5,STS-41 B
"Stewart, Robert L.",male,1942,U.S.,military,2,MSP,1985,97.7,STS-51 J
"McCandless, Bruce, II",male,1937,U.S.,military,1,MSP,1984,191,STS-41-B
"McCandless, Bruce, II",male,1937,U.S.,military,2,MSP,1990,121,STS-31
"Solovyov, Vladimir",male,1946,U.S.S.R/Russia,civilian,1,flight engineer,1984,5686,Salyut 7
"Solovyov, Vladimir",male,1946,U.S.S.R/Russia,civilian,2,flight engineer,1986,3000,
"Atkov, Oleg",male,1949,U.S.S.R/Russia,civilian,1,MSP,1984,5686,Salyut 7
Rakesh Sharma,male,1949,India,military,1,pilot,1984,4365.8,Salyut 7
"Scobee, Francis R.",male,1939,U.S.,military,1,pilot,1984,168,STS-41-C
"Scobee, Francis R.",male,1939,U.S.,military,2,commander,1986,0,STS-51-L
"Hart, Terry J.",male,1946,U.S.,civilian,1,MSP,1984,167.67,STS-41-C
"Van Hoften, James D. A.",male,1944,U.S.,civilian,1,MSP,1984,167,STS-41 C
"Van Hoften, James D. A.",male,1944,U.S.,civilian,2,MSP,1985,171,STS-51I
"Nelson, George D.",male,1950,U.S.,civilian,1,MSP,1984,168,STS-41C
"Nelson, George D.",male,1950,U.S.,civilian,2,MSP,1986,146,STS-61C
"Nelson, George D.",male,1950,U.S.,civilian,3,MSP,1988,97,STS-26
"Volk, Igor",male,1937,U.S.S.R/Russia,military,1,MSP,1984,283,Salyut 7
"Coats, Michael L.",male,1952,U.S.,military,1,pilot,1984,145,STS-41-D
"Coats, Michael L.",male,1952,U.S.,military,2,commander,1989,120,STS-29
"Coats, Michael L.",male,1952,U.S.,military,3,commander,1991,199,STS-39
"Mullane, Richard M.",male,1945,U.S.,military,1,MSP,1984,145,STS-41D
"Mullane, Richard M.",male,1945,U.S.,military,2,MSP,1988,105,STS-27
